Nome,Endereço,Cidade,Avaliação,Tipos,Latitude,Longitude,Place_ID
Ponte Maria Fumaça,"Pte. Maria Fumaça - R. Cândido Bueno - Jardim Botanico, Jaguariúna - SP, 13820-000, Brasil","Jaguariúna, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-227.076.704,-469.882.143,ChIJCSvw8kTpyJQRv6Yzsddb6zY
Ponte do Rio Jaguari,"R. Cap. Ulisses Masoti, 310 - Jardim Botanico, Jaguariúna - SP, 13820-000, Brasil","Jaguariúna, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-227.092.467,-469.859.076,ChIJ6X85hZ_pyJQRJs87s-B2rh8
Parque Maria Estela Bianco Torres,"R. Macieira, s/n - Roseira de Cima, Jaguariúna - SP, 13917-486, Brasil","Jaguariúna, SP",4.0,"parque, ponto de interesse, estabelecimento",-226.968.528,-470.196.098,ChIJS0m7_4jpyJQRLyq0IT6wK5M
Praça dos Ferroviários,"Centro, Jaguariúna - SP, 13820-000, Brasil","Jaguariúna, SP",3.7,"parque, ponto de interesse, estabelecimento",-227.050.557,-469.895.406,ChIJC9kfUQDpyJQRbTGsaTL-Ylg
Praça Brasília,"R. José Alves Guedes - Jardim Sao Joao, Jaguariúna - SP, 13820-000, Brasil","Jaguariúna, SP",4.5,"parque, ponto de interesse, estabelecimento",-2.270.111,-4.698.585.019.999.990,ChIJb9641rbpyJQRSrkR5L8jvzs
Praça Cyrillo Fontanella,"Jardim Santa Maria, Jaguariúna - SP, 13820-000, Brasil","Jaguariúna, SP",4.5,"parque, ponto de interesse, estabelecimento",-227.022.606,-4.698.871.949.999.990,ChIJO8-ySWrpyJQR5tZixwlNT9k
ONG Pingo d'água Monte Mor,"R. Paineira, 369b - Parque Res. Figueira III, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",4.2,"atração turística, ponto de interesse, estabelecimento",-229.574.636,-473.114.555,ChIJoUpDQxOlyJQRMQb7t8leet4
Museu Elisabeth Aytai,"R. Rage Maluf, 101 - Jardim Santa Candida, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",4.7,"museu, ponto de interesse, estabelecimento",-229.487.412,-473.189.551,ChIJnz_VU6-lyJQR7MAkF4O6Z1E
Praça da Bíblia,"R. Vinte e Um, 55, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",5.0,"parque, ponto de interesse, estabelecimento",-229.303.234,-472.623.396,ChIJ-SmG20G7yJQRn_ZGz-5ZEC0
Pista de Skate - Parque Imperial,"R. Jequitibá, 2-208 - Parque Res. Figueira II, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",4.3,"ponto de interesse, estabelecimento",-22.954.275,-4.730.921.499.999.990,ChIJP1NTgUClyJQR1KtH7MAHeQ8
Area de Lazer,"R. Natalino Ferreira Lemes, 179, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",0.0,"parque, ponto de interesse, estabelecimento",-229.311.944,-472.628.607,ChIJz8Ad7gm7yJQRpJRbeXKMVLY
Parque Santa Rita - Pesqueiro & Lazer,"Estrada do Morro, Km 1,5 Bairro: Santa Cruz, MOR-239, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",4.5,"restaurante, alimentação, ponto de interesse, estabelecimento",-229.407.582,-473.466.861,ChIJ7R_wMEmkyJQR7RG3EZ2YkXQ
Lex Turismo e Viagens Corporativas,"R. Quinze de Novembro, N° 54 - Centro, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",4.7,"agência de viagens, ponto de interesse, estabelecimento",-229.496.972,-473.175.777,ChIJxRWfjBWlyJQRjyL52-TXrG0
Praça João dos Santos Mingato,"R. Sabiá, 360, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",5.0,"parque, ponto de interesse, estabelecimento",-229.899.355,-472.078.204,ChIJFTDc6JK3yJQRfDj7TylDFVU
Monte Mor Country Clube,"R. João Batista Alves, 85, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",4.0,"ponto de interesse, estabelecimento",-229.737.883,-473.062.817,ChIJoz8PR_avyJQRiQgeAjdFEIM
Castelo de Monte Mor,"R. Sete, 111 - Recanto das Orquídeas, Monte Mor - SP, 13199-392, Brasil","Monte Mor, SP",4.5,"casa noturna, bar, alimentação, ponto de interesse, estabelecimento",-229.012.303,-4.726.146.139.999.990,ChIJtZnI3wy7yJQRBzFoUaBb4Rs
Morro do Cristo,"R. Ac. Ao Morro, 74 - Centro, Pedreira - SP, 13920-000, Brasil","Monte Mor, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-227.430.958,-469.072.157,ChIJPQZ88CHcyJQR1gN3faLm72I
Secretaria de Cultura e Turismo,"R. Cap. Augusto Steffen, 57 - Jardim Planalto, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",4.4,"escritório do governo local, ponto de interesse, estabelecimento",-229.437.583,-47.319.047,ChIJnVZ2ohulyJQRdLS-2zXjhBg
Clube Da Tetra Pak,"222, Estr. Mun. Rio Acima, 40, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",4.6,"ponto de interesse, estabelecimento",-229.562.315,-472.977.398,ChIJHSAMtU6lyJQRurwc2Y0nxf4
Parada Caipira,"Rodovia SP 101 Km 27,5 - Chapadão, Monte Mor - SP, 13190-000, Brasil","Monte Mor, SP",4.7,"comida para viagem, restaurante, alimentação, ponto de interesse, estabelecimento",-229.681.856,-473.305.637,ChIJG6jW_iqlyJQRHncxhe9lERk
Jardim Botânico Plantarum,"Av. Brasil, 2000 - Sala 01 - Jardim Marajoara, Nova Odessa - SP, 13380-410, Brasil","Nova Odessa, SP",4.8,"parque, ponto de interesse, estabelecimento",-227.809.922,-473.122.838,ChIJF_EaAE6YyJQR9r2AOt_nu_8
Praça José Gazzetta,"Av. Carlos Botelho - Centro, Nova Odessa - SP, 13460-000, Brasil","Nova Odessa, SP",4.5,"parque, ponto de interesse, estabelecimento",-227.764.539,-472.918.779,ChIJ-z65DYCXyJQRG2aD2YdKrgc
Parque Manoel Jorge,"960, R. Quinze de Novembro, 864, Nova Odessa - SP, 13460-000, Brasil","Nova Odessa, SP",4.4,"parque, ponto de interesse, estabelecimento",-227.846.252,-472.928.854,ChIJ8RHGGyiYyJQRGKe5D2LpYUE
Parque Ecológico Isidoro Bordon,"R. João Bolzan, 110-154 - Nucleo Res. Mathilde Berzin, Nova Odessa - SP, 13460-000, Brasil","Nova Odessa, SP",3.8,"parque, ponto de interesse, estabelecimento",-227.785.732,-47.304.437,ChIJYQQEIc2ZyJQRFLakGQE-Ybc
Plantação Nova de Girassol Nova Odessa,"Parque dos Pinheiros, Nova Odessa - SP, 13460-000, Brasil","Nova Odessa, SP",4.6,"parque, ponto de interesse, estabelecimento",-228.082.572,-47.320.177,ChIJFf9y3JKZyJQRsrbH7jGYdOI
Praça do Berzin,"R. Pastor Alfredo Klava, 93-165 - Nucleo Res. Mathilde Berzin, Nova Odessa - SP, 13460-000, Brasil","Nova Odessa, SP",4.2,"parque, ponto de interesse, estabelecimento",-227.772.163,-473.054.651,ChIJT-3mW8yZyJQRYHdzVx1z7Ck
Praça Benedito Da Cruz Prata. Bairro Jardim Bela Vista. Nova Odessa SP.,"Jardim Bela Vista, Nova Odessa - SP, 13460-000, Brasil","Nova Odessa, SP",4.0,"parque, ponto de interesse, estabelecimento",-227.849.227,-472.979.238,ChIJbdOa0kKZyJQR04UepTm73es
Cheiro da Terra Turismo,"Jardim Éden, Nova Odessa - SP, 13460-000, Brasil","Nova Odessa, SP",0.0,"agência de viagens, ponto de interesse, estabelecimento",-227.856.417,-473.006.282,ChIJ82nhf9qXyJQRUkqEYtwr57A
Praça Vera Luzia S. Lorenzi,"Jardim Marajoara, Nova Odessa - SP, 13380-410, Brasil","Nova Odessa, SP",4.7,"parque, ponto de interesse, estabelecimento",-227.812.444,-473.120.826,ChIJ_UWOEIGZyJQRBPlrWiRXsw4
Calçadão da Feltrin,"R. Alexandre Bassora, 835 - Jardim Florida, Nova Odessa - SP, 13460-000, Brasil","Nova Odessa, SP",4.2,"parque, ponto de interesse, estabelecimento",-227.804.274,-4.728.480.620.000.000,ChIJM1-RAYWXyJQR2cWm5HBC48Q
"Jardim Botânico Municipal de Americana ""Prefeito Carroll Meneghel""","Av. Brasil Sul, 400 - Parque Res. Nardini, Americana - SP, 13465-810, Brasil","Nova Odessa, SP",4.6,"atração turística, parque, ponto de interesse, estabelecimento",-22.759.574,-473.545.159,ChIJffzCGV-ZyJQRS645iu04Fz8
Pesqueiro D'Caffers,"Av. das Flores, 1400-1412 - Parque dos Pinheiros, Nova Odessa - SP, 13460-000, Brasil","Nova Odessa, SP",4.5,"ponto de interesse, estabelecimento",-227.946.531,-473.375.884,ChIJgXW3EvyYyJQRlZmIpiwxsDs
Teatro Municipal de Nova Odessa,"R. do Tamboril, 140 - Jardim das Palmeiras, Nova Odessa - SP, 13460-000, Brasil","Nova Odessa, SP",4.4,"ponto de interesse, estabelecimento",-228.017.902,-473.091.087,ChIJFW35sBWYyJQRRQeg1YOZ94s
Parque Zeca Malavazzi,"R. Aparai, 92 - Jardim de Itapoan, Paulínia - SP, 13140-232, Brasil","Paulínia, SP",4.6,"atração turística, parque, ponto de interesse, estabelecimento",-22.763.105,-471.451.129,ChIJE7N0P1iVyJQROxwHtw41ULQ
Terminal Turístico Luiz Pellatti - Mini-Pantanal,"Av. Luís Vicêncio - Parque da Represa, Paulínia - SP, 13140-000, Brasil","Paulínia, SP",4.1,"parque, ponto de interesse, estabelecimento",-227.481.725,-472.083.144,ChIJYQfPS9OVyJQRLfRyIyTjHTY
Parque Das Flores,"Av. Rio Grande do Norte, 578-798 - Jardim Primavera, Paulínia - SP, 13140-000, Brasil","Paulínia, SP",4.5,"parque, ponto de interesse, estabelecimento",-227.755.663,-471.645.333,ChIJjY8Cz9m_yJQRBUVQUlr99lU
Jardim Botânico - Adelmo Piva Junior,"Av. Dr. Roberto Moreira, 575 - Jardim Vista Alegre, Paulínia - SP, 13140-000, Brasil","Paulínia, SP",4.6,"atração turística, parque, ponto de interesse, estabelecimento",-227.625.774,-4.714.675.279.999.990,ChIJo8NQXlaVyJQR0DL7jkISPgo
Morro do Cristo,"R. Ac. Ao Morro, 74 - Centro, Pedreira - SP, 13920-000, Brasil","Pedreira, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-227.430.958,-469.072.157,ChIJPQZ88CHcyJQR1gN3faLm72I
Museu da Porcelana de Pedreira,"Praça Cel. João Pedro, 308 - centro, Pedreira - SP, 13920-000, Brasil","Pedreira, SP",4.3,"museu, atração turística, ponto de interesse, estabelecimento",-22.741.742,-469.104.859,ChIJ-6UFDyPcyJQRUKayvSDWixw
Cristo de Pedreira,"733V+H2, Pedreira - SP, 13920-000, Brasil","Pedreira, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-227.460.152,-469.074.157,ChIJb4s5SebdyJQRq65nZEf2LfE
Praça Angelo Ferrari,"R. XV de Novembro, 917-1013, Pedreira - SP, 13920-000, Brasil","Pedreira, SP",4.2,"parque, ponto de interesse, estabelecimento",-227.446.745,-469.016.084,ChIJpTwq86DeyJQRgtq0Iqx57w0
Zoobosque,"R. Santos Dumont, 69-143, Pedreira - SP, 13920-000, Brasil","Pedreira, SP",4.0,"zoológico, atração turística, parque, ponto de interesse, estabelecimento",-227.346.398,-46.892.903,ChIJidYiB5reyJQRHT9GALEe4WI
Parque dos Jacarandás,"R. do Estanho, s/n - Vila Mollon IV, Santa Bárbara d'Oeste - SP, 13456-520, Brasil","Santa Bárbara d'Oeste, SP",4.7,"atração turística, parque, ponto de interesse, estabelecimento",-227.512.285,-473.678.487,ChIJf-izDPebyJQRpiAS1Iub278
Parque Dos Ipês,"Av. Corifeu de Azevedo Marques, 449-563 - Lot. Colina Santa Barbara, Santa Bárbara d'Oeste - SP, 13450-181, Brasil","Santa Bárbara d'Oeste, SP",4.7,"parque, ponto de interesse, estabelecimento",-227.602.386,-474.106.016,ChIJUVghSMudyJQRLBH2YkgSLck
Monumento à Romiseta,"Segundo Distrito Industrial, Santa Bárbara d'Oeste - SP, 13457-051, Brasil","Santa Bárbara d'Oeste, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-227.685.359,-473.864.769,ChIJXQa4-wufyJQRT3c0E8jhHT8
Parque Araçariguama,"R. Vinte e Um de Abril, s/n - Jardim Itamaraty, Santa Bárbara d'Oeste - SP, 13450-000, Brasil","Santa Bárbara d'Oeste, SP",4.6,"parque, ponto de interesse, estabelecimento",-227.639.087,-4.741.282.169.999.990,ChIJ25iAFsydyJQRtB1nDqULKyc
Parque Tom Leite,"R. Curitiba - Cidade Nova 2, Santa Bárbara d'Oeste - SP, 13454-056, Brasil","Santa Bárbara d'Oeste, SP",4.5,"parque, ponto de interesse, estabelecimento",-22.741.751,-473.783.591,ChIJr5UDLXKcyJQRnlcPZ3IKtPE
Parque Taene,"Av. dos Bandeirantes, 1251-827 - Vila Oliveira, Santa Bárbara d'Oeste - SP, 13453-023, Brasil","Santa Bárbara d'Oeste, SP",4.7,"parque, ponto de interesse, estabelecimento",-227.410.706,-474.052.626,ChIJ3VMiLdedyJQRJFv3uHVimrc
Cemitério do Campo,"Estrada dos Confederados, s/n Bairro do Campo, Santa Bárbara d'Oeste - SP, 13450-000, Brasil","Santa Bárbara d'Oeste, SP",4.3,"cemitério, atração turística, museu, ponto de interesse, estabelecimento",-228.126.463,-473.932.346,ChIJFUL00B6fyJQRlSKVZ_WiLwE
Caminho dos Flamboyants,"R. Seis, 125-203 - Res. Dona Margarida, Santa Bárbara d'Oeste - SP, Brasil","Santa Bárbara d'Oeste, SP",4.6,"parque, ponto de interesse, estabelecimento",-227.536.249,-474.315.364,ChIJveVvLpidyJQRrBvauUUav1g
Museu da Água,"R. Camilo Augusto de Campos, 487 - Jardim America, Santa Bárbara d'Oeste - SP, 13450-240, Brasil","Santa Bárbara d'Oeste, SP",4.4,"museu, atração turística, ponto de interesse, estabelecimento",-227.543.042,-474.210.132,ChIJ4wyWQLqdyJQRmA9JwRSKDKs
Praça do Fim do Rolê,"R. Timbiras, 461 - Jardim Boa Vista, Santa Bárbara d'Oeste - SP, 13456-032, Brasil","Santa Bárbara d'Oeste, SP",4.1,"parque, ponto de interesse, estabelecimento",-227.584.678,-474.002.782,ChIJQ8eZqzCcyJQRM7uVD23gM9A
Caminho para o Santuário,"R. Carlos Alberto da Fonseca, Santo Antônio de Posse - SP, 13830-000, Brasil","Santo Antônio de Posse, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-226.092.067,-469.110.407,ChIJwfHyVQDlyJQRp-2CnLUvH20
Praça Cel. David Batista,"Praça Cel. David Batista, 14 - PRAÇA DA MARTIZ, Santo Antônio de Posse - SP, 13830-000, Brasil","Santo Antônio de Posse, SP",4.4,"parque, ponto de interesse, estabelecimento",-226.060.974,-469.194.057,ChIJv2ylsRnkyJQRYERBZVpXwsI
Praça Chafia Chaib Baracat,"R. Amaro Ortiz de Campos, Santo Antônio de Posse - SP, 13830-000, Brasil","Santo Antônio de Posse, SP",5.0,"parque, ponto de interesse, estabelecimento",-226.004.662,-469.163.147,ChIJgzsJsrjlyJQR6FFZb3rFO8c
Vista do por do Sol,"Rua Celso Pereira de Camargo, 1 - Jardim Macarenko, Sumaré - SP, 13171-826, Brasil","Sumaré, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-228.292.122,-472.800.165,ChIJaWqd4hW9yJQRh7-TsmopR_w
Praca Do CRISTO,"R. Custódia Dolores Nascimento, 341 - Jardim Luiz Cia, Sumaré - SP, 13175-330, Brasil","Sumaré, SP",4.2,"atração turística, ponto de interesse, estabelecimento",-228.136.513,-47.250.019,ChIJTX-YO5y9yJQRTe77MH36Vq0
Campo de girassóis,"Av. Ivo Trevisan - Jardim Joao Paulo II, Sumaré - SP, 13172-705, Brasil","Sumaré, SP",3.9,"atração turística, ponto de interesse, estabelecimento",-228.173.955,-472.875.153,ChIJr7b3SgC9yJQRBG05xqEBJm4
Portal de Sumaré,"Estr. Marginal Variante Anhanguera, 7938 - Jardim Bela Vista, Sumaré - SP, 13175-160, Brasil","Sumaré, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-228.073.528,-472.503.144,ChIJg-4dp4O9yJQRxaa6ba0dvzc
Represa Marcelo Pedroni,"R. Projetada Dez, Sumaré - SP, Brasil","Sumaré, SP",4.1,"parque, ponto de interesse, estabelecimento",-228.261.868,-472.845.164,ChIJMRvr0Ui9yJQRN1seUrZu4vQ
Horto Florestal Sumaré-SP,"Estr. Mun. Teodor Condiev, 345-383 - Jardim Paulistano, Sumaré - SP, Brasil","Sumaré, SP",4.4,"parque, ponto de interesse, estabelecimento",-228.494.543,-4.725.893.929.999.990,ChIJn3Qnt_-8yJQRMUU0qip3gTo
Bosque dos Lagos Cidade Orquídea,"R. Piracanjuba, 2 - Jardim Dall'orto, Sumaré - SP, 13178-080, Brasil","Sumaré, SP",4.4,"parque, ponto de interesse, estabelecimento",-228.022.015,-4.721.825.159.999.990,ChIJl9MTAK69yJQRvjaTAoYVVNI
Parada dos Ciclistas,"R. Polux, 40-130 - Chácara Cruzeiro do Sul, Sumaré - SP, 13176-200, Brasil","Sumaré, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-228.838.247,-473.039.408,ChIJlW8z04WjyJQRgXEKq59EpGM
Estação Ferroviária de Sumaré,"Av. Júlia Vasconcelos Bufarah, 615-715 - Centro, Sumaré - SP, 13170-017, Brasil","Sumaré, SP",4.0,"atração turística, museu, ponto de interesse, estabelecimento",-228.212.827,-472.642.325,ChIJX1BHn229yJQRVj3IEwDXp3I
Expo Águas Sumaré,"R. Ângelo Ôngaro, 1700 - Parque Res. Casarao, Sumaré - SP, 13171-525, Brasil","Sumaré, SP",4.4,"parque de diversões, ponto de interesse, estabelecimento",-228.375.398,-472.778.801,ChIJgfksc0K9yJQRSamvau2yPHw
Zoológico municipal Henrique Pedroni,"R. Marcelo Pedroni, s/n - Parque Franceschini, Sumaré - SP, 12170-590, Brasil","Sumaré, SP",2.8,"zoológico, ponto de interesse, estabelecimento",-228.237.537,-472.808.453,ChIJ9z9rv0W9yJQR7-dcAslXLN8
Paixão por viagem,"R. Máximo Biondo, 57 - Centro, Sumaré - SP, 13170-029, Brasil","Sumaré, SP",1.0,"agência de viagens, ponto de interesse, estabelecimento",-228.185.973,-472.673.857,ChIJefNGPk2XyJQRYNLOgaIHMsc
Maria Fumaça Campinas,"R. Dr. Antônio Duarte da Conceição, 1501 - Jardim Madalena, Campinas - SP, 13091-606, Brasil","Sumaré, SP",4.7,"atração turística, museu, ponto de interesse, estabelecimento",-228.586.881,-470.297.074,ChIJiQKwzJnFyJQRyoxMFHlu24I
Praça do Cristo Redentor,"Praça do Cristo Redentor - Jardim Luiz Cia, Sumaré - SP, Brasil","Sumaré, SP",,praça,-228.140.552,-472.498.008,ChIJiZzVI5y9yJQRvJipaDGODu0
Parque Socioambiental Remanso das Águas,"Estr. Mun. Sabrina Batista de Camargo, 477 - Parque dos Pinheiros, Hortolândia - SP, 13186-033, Brasil","Sumaré, SP",4.0,"parque, atração turística, ponto de interesse, estabelecimento",-228.721.211,-471.966.403,ChIJtTG0GUe5yJQRBvHBmpIEy24
Shopping ParkCity Sumaré,"Av. Rebouças, 3400 - Jardim Paulista, Sumaré - SP, 13171-065, Brasil","Sumaré, SP",4.4,"shopping, academia, caixa eletrônico, cinema, supermercado, financeiro, loja, saúde, restaurante, alimentação, ponto de interesse, estabelecimento",-228.305.694,-472.661.611,ChIJ6fhCXei9yJQR9_rtxWhcLrg
Pedreira do Chapadão,"R. Dr. Alcídes Carvalho, S/n - Jardim Chapadão, Campinas - SP, Brasil","Sumaré, SP",4.6,"parque, atração turística, ponto de interesse, estabelecimento",-228.917.367,-470.900.482,ChIJx8Chyy_GyJQRmX9ZJYb-VWE
Procurando o Emerson,"Av. Santa Isabel, 2295 - Jardim America, Campinas - SP, 13084-643, Brasil","Sumaré, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-228.176.347,-470.989.785,ChIJE9pVF7bByJQRxFMnTWFEKKk
Parque Socioambiental Chico Mendes,"Av. Olívio Franceschini, S/N - Centro, Hortolândia - SP, 13183-091, Brasil","Sumaré, SP",4.3,"parque, atração turística, ponto de interesse, estabelecimento",-228.654.193,-472.213.214,ChIJgQNJDge8yJQRVUj-u3UlGXc
Clube Recreativo Sumaré,"Av. Rebouças, 863 - Centro, Sumaré - SP, 13170-023, Brasil","Sumaré, SP",4.6,"ponto de interesse, estabelecimento",-228.265.229,-472.691.089,ChIJW2HRZli9yJQRZwkcVfHC-04
Museu e Acervo Municipal Fotógrafo Haroldo Ângelo Pazinatto,"R. Doze de Outubro, s/nº - Centro, Valinhos - SP, 13276-000, Brasil","Valinhos, SP",4.5,"museu, atração turística, ponto de interesse, estabelecimento",-229.692.342,-46.993.286,ChIJUc6WZZHNyJQR9CpjTKu5KKQ
Parque Monsenhor Bruno Nardini,"R. Dom João VI, 82 - Jardim Planalto, Valinhos - SP, 13277-040, Brasil","Valinhos, SP",4.3,"parque, ponto de interesse, estabelecimento",-229.792.838,-470.020.355,ChIJ92pIzKPNyJQREgbSwhxxBKg
Parque dos Lagos,"Jardim dos Manacas, Valinhos - SP, 13274-465, Brasil","Valinhos, SP",4.5,"parque, ponto de interesse, estabelecimento",-229.610.646,-4.697.711.899.999.990,ChIJGYkZqDTTyJQRqy0aZWThTMU
CLT - Ayrton Senna da Silva,"Av. Dr. Altíno Gouvêia, 878 - Jardim Pinheiros, Valinhos - SP, 13274-465, Brasil","Valinhos, SP",4.4,"parque, atração turística, ponto de interesse, estabelecimento",-229.566.874,-469.818.941,ChIJ24XDSfTNyJQRhqdt-8rUe-I
Praça Brasil 500 Anos,"R. Rui Barbosa, 168-202 - Jardim Primavera, Valinhos - SP, 13270-340, Brasil","Valinhos, SP",4.3,"ponto de interesse, estabelecimento",-229.774.154,-470.001.171,ChIJuwsmg6LNyJQRDENpVDOXM2g
Parque Municipal de Feiras e exposições,"R. Dom João VI - Jardim Santo Antonio, Valinhos - SP, 13274-465, Brasil","Valinhos, SP",4.5,"parque, atração turística, ponto de interesse, estabelecimento",-229.800.846,-470.031.173,ChIJTyEDNqLNyJQRCIfuh2yKCmQ
Praca de Valinhos,"R. José de Oliveira, 548 - Chácaras Silvânia, Valinhos - SP, 13271-653, Brasil","Valinhos, SP",3.8,"parque, ponto de interesse, estabelecimento",-229.769.247,-4.702.178.139.999.990,ChIJ1dpCdUvMyJQRsODwF_ca_18
Camping Macuco,"Estrada Municipal, Estr. Gov. Mario Covas, s/N - Km 4,6 - Macuco, Valinhos - SP, 13279-411, Brasil","Valinhos, SP",4.5,"acampamento, parque de diversões, parque, hospedagem, ponto de interesse, estabelecimento",-23.019.238,-47.054.177,ChIJ_8-HNG7MyJQRDhMarFBBq94
Praça ao ar livre,"Av. Rosa Belmiro Ramos, 2 - Dos Ortizes, Valinhos - SP, 13275-400, Brasil","Valinhos, SP",0.0,"parque, ponto de interesse, estabelecimento",-229.771.284,-469.882.283,ChIJ56x-gRLNyJQRVINb6jTqKrU
"CACC (Centro de Artes, Cultura e Comércio)","S/N, Av. dos Esportes - Vila Olivo, Valinhos - SP, 13276-030, Brasil","Valinhos, SP",4.3,"museu, ponto de interesse, estabelecimento",-229.730.273,-469.964.164,ChIJhQcrEZfNyJQRyZ3orLgzxs4
Maria Fumaça Campinas,"R. Dr. Antônio Duarte da Conceição, 1501 - Jardim Madalena, Campinas - SP, 13091-606, Brasil","Valinhos, SP",4.7,"atração turística, museu, ponto de interesse, estabelecimento",-228.586.881,-470.297.074,ChIJiQKwzJnFyJQRyoxMFHlu24I
Cristo Redentor,"Rod. Edenor João Tasca, s/n - Mirante Estrelas, Vinhedo - SP, 13280-000, Brasil","Valinhos, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-230.241.507,-46.957.114,ChIJu5LGuz4tz5QRXofkkpGm0wY
Parque Bosque dos Jequitibás,"R. Coronel Quirino, 02 - Bosque, Campinas - SP, 13025-004, Brasil","Valinhos, SP",4.4,"parque, atração turística, zoológico, ponto de interesse, estabelecimento",-229.093.173,-4.705.087.839.999.990,ChIJmyJhdzfPyJQRbVKCTAu1HMw
